"Pnum","Section","Owner","Mixed.species","Species","State.code","Closed","Clear.date","Missing.entire.brood","Suspected.predation","Lay.date","April.lay.date","Lay.date.uncertainty","Lay.date.visit.interval","Laying.rate","Incubation.started","Num.broken.eggs","Expected.hatch.date","Hatch.date","April.hatch.date","Incubation.duration","Total.egg.weight","Num.eggs.weighed","Clutch.size","Num.chicks","Num.chicks.ringed","April.ring.date","Ring.day","Num.live.chicks","Num.dead.chicks","Num.fledglings","Mean.chick.weight","Num.linked.pulli.records","Num.linked.adult.records","Father","Mother","Identified.adults","Chick.ids","Dead.ringed.chick.ids","Experiment.codes","Num.eggs.manipulated","Comments","Legacy.average.egg.weight","Legacy.max.nest.state.code","Legacy.last.visit.date","Legacy.hatch.age.in.days","Legacy.april.hatch.date","Legacy.predation","Legacy.clutch.accuracy","Legacy.mean.fledge.weight","Legacy.num.ringed.dead.chicks","year"
"20221P11","p","Keith Mc Mahon","false","b",6,"true","02-06-2022",NA,NA,"24-04-2022",24,"0",1,NA,NA,0,NA,NA,NA,NA,3.6,3,5,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P110","p","Keith Mc Mahon","false","b",6,"true","20-06-2022",NA,NA,"22-04-2022",22,"2",5,0,"true",0,"15-05-2022","19-05-2022",49,17,3.3,3,11,11,4,63,15,4,6,1,8.8,4,0,NA,NA,NA,NA,"atr7980, atr7979, atr7982",NA,0,"not hatched, not hatched, fon, female rings starts abx",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P111","p","Keith Mc Mahon","false",NA,0,"false",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P112","p","Keith Mc Mahon","false","b",6,"true","12-06-2022",NA,NA,"19-05-2022",49,"23",28,NA,"true",0,"06-06-2022","29-05-2022",59,5,NA,NA,6,3,0,NA,NA,NA,3,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"fon not ringed, fon",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P113","p","Keith Mc Mahon","false","b",6,"true","20-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P114","p","Keith Mc Mahon","false","b",6,"true","20-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P115","p","Keith Mc Mahon","false","b",6,"true","26-05-2022","true",NA,"20-04-2022",20,"0",6,1,"true",0,"11-05-2022","12-05-2022",42,14,3.2,3,9,8,0,NA,NA,NA,0,0,NA,0,3,"atr8072","atr7917","01103fbda2, atr7917, atr8072",NA,NA,NA,0,"bee has moved in, not hatched, fon no count possible, faceplate was off",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P116","p","Keith Mc Mahon","false","b",6,"true","20-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P117","p","Keith Mc Mahon","false","b",6,"true","20-06-2022",NA,NA,"20-04-2022",20,"0",6,1,"true",0,"10-05-2022","13-05-2022",43,13,3.1,3,11,7,3,57,15,3,3,3,8,3,1,NA,"avl4295","3b0018201f",NA,NA,NA,0,"not hatched, not hatched, not hatched, not hatched, no visits during fp, chicks a bit cold afterwards, no catch chicks really begging",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P118","p","Keith Mc Mahon","false","b",6,"true","02-06-2022",NA,NA,"16-04-2022",16,"0",6,1,"true",0,"08-05-2022","10-05-2022",40,15,3.1,3,10,10,10,54,15,10,0,10,10.61,10,3,"atr8070","atr7910","011016ee23, atr7910, atr8070",NA,NA,NA,0,"not hatched, not hatched, not hatched, not a complete count fon",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P119","p","Keith Mc Mahon","false","b",3,"false",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P12","p","Keith Mc Mahon","false","g",6,"true","20-06-2022",NA,NA,"20-04-2022",20,"0",6,1,"true",0,"08-05-2022","13-05-2022",43,18,5.3,3,6,6,6,57,15,6,0,6,17.43,6,1,NA,"vz30892","vz30892",NA,NA,NA,0,"not hatched, not hatched, male keeping watch for female",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P120","p","Keith Mc Mahon","false",NA,0,"false",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"fleas",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P121","p","Keith Mc Mahon","false","b",6,"true","13-05-2022",NA,NA,"17-04-2022",17,"0",6,NA,"true",0,"08-05-2022","09-05-2022",39,14,3.1,3,9,9,0,NA,NA,NA,9,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"not hatched, not hatched",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P122","p","Keith Mc Mahon","false",NA,0,"false",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P123","p","Keith Mc Mahon","false",NA,0,"false",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"fleas",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P124","p","Keith Mc Mahon","false","b",6,"true","08-06-2022",NA,NA,"19-04-2022",19,"0",6,1,"true",0,"11-05-2022","13-05-2022",43,15,3,3,10,10,10,57,15,10,0,10,10.2,10,1,NA,"atr7923","atr7923",NA,NA,NA,0,"not hatched, not hatched, not hatched, nothing on fp",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P125","p","Keith Mc Mahon","false","b",6,"true","08-06-2022",NA,NA,"24-04-2022",24,"0",5,3,"true",0,"14-05-2022","15-05-2022",45,14,3.7,3,8,6,2,59,15,2,6,0,9.65,2,2,"abj6421","atr8270","01103fafd7, atr8270, abj6421",NA,"atr7944, atr7943",NA,0,"fon, not hatched, fon",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P126","p","Keith Mc Mahon","false","b",6,"true","20-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P13","p","Keith Mc Mahon","false","g",6,"true","20-06-2022",NA,NA,"30-04-2022",30,"0",6,1,"true",0,"20-05-2022","20-05-2022",50,12,4.8,3,9,1,1,64,15,1,0,1,18,1,1,"ty68775",NA,"ty68775",NA,NA,NA,0,"not hatched, not hatched, not hatched",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P14","p","Keith Mc Mahon","false","b",6,"true","02-06-2022",NA,NA,"19-04-2022",19,"0",6,1,"true",0,"11-05-2022","10-05-2022",40,12,3.2,3,10,9,9,54,15,9,0,9,10.69,9,2,"avl6906","atr6866","avl6906, atr6866",NA,NA,NA,0,"not a complete count fon",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P15","p","Keith Mc Mahon","false",NA,6,"true","20-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P16","p","Keith Mc Mahon","false","g",6,"true","08-06-2022",NA,NA,"25-04-2022",25,"0",6,1,"true",0,"15-05-2022","17-05-2022",47,15,4.6,3,8,8,8,61,15,8,0,8,15.52,8,3,"ty69152","ty70939","3b00182f2b, ty70939, ty69152",NA,NA,NA,0,"not hatched, fon",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P17","p","Keith Mc Mahon","false","b",6,"true","06-06-2022",NA,NA,"05-05-2022",35,"0",2,1,"true",0,"25-05-2022","24-05-2022",54,12,3.7,3,8,7,0,NA,NA,NA,7,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"fon",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P18","p","Keith Mc Mahon","false",NA,6,"true","20-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"bee living there now, bees nest inside, bee",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P19","p","Keith Mc Mahon","false","b",6,"true","27-05-2022",NA,NA,"18-04-2022",18,"0",5,1,NA,0,NA,NA,NA,NA,3.2,3,9,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"cold, still cold",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P2","p","Keith Mc Mahon","false",NA,6,"true","20-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P20","p","Keith Mc Mahon","false","g",6,"true","27-05-2022",NA,NA,"18-04-2022",18,"0",5,NA,NA,0,NA,NA,NA,NA,4.8,3,5,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"still cold",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P21","p","Keith Mc Mahon","false","g",6,"true","20-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P22","p","Keith Mc Mahon","false","g",6,"true","20-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P23","p","Keith Mc Mahon","false","b",6,"true","20-06-2022",NA,NA,"20-04-2022",20,"0",3,1,"true",0,"10-05-2022","13-05-2022",43,16,3.8,3,8,8,6,57,15,6,2,6,10.15,6,3,"atr4058","atr8248","01103fa823, 011016f5de, atr8248",NA,NA,NA,0,"fon ringed, not hatched, not hatched, fon, fon",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P24","p","Keith Mc Mahon","false",NA,0,"false",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P3","p","Keith Mc Mahon","false",NA,0,"false",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P4","p","Keith Mc Mahon","false",NA,0,"false",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P5","p","Keith Mc Mahon","false","g",6,"true","02-06-2022",NA,NA,"17-04-2022",17,"0",6,1,"true",0,"06-05-2022","10-05-2022",40,17,5.3,3,7,6,6,54,15,6,0,6,19.48,6,3,"ty69499","tv44297","01103f92b9, 01103fb18a",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P6","p","Keith Mc Mahon","false",NA,6,"true","01-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P7","p","Keith Mc Mahon","false","g",6,"true","01-06-2022",NA,NA,"16-04-2022",16,"0",6,1,"true",0,"07-05-2022","09-05-2022",39,15,5,3,9,9,9,53,15,9,0,9,18.16,9,2,"ty68363","vs84191","01103fb728, 0700ee115c",NA,NA,NA,0,"not hatched, not hatched",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P8","p","Keith Mc Mahon","false","b",6,"true","08-06-2022",NA,NA,"19-04-2022",19,"0",6,1,"true",0,"09-05-2022","11-05-2022",41,15,3.2,3,8,8,3,55,15,3,5,3,8.93,3,1,NA,"atr7916","atr7916",NA,NA,NA,0,"nothing on FP",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221P9","p","Keith Mc Mahon","false",NA,0,"false",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW1","sw","Keith Mc Mahon","false","g",6,"true","01-06-2022",NA,NA,"12-04-2022",12,"0",3,1,"true",0,"05-05-2022","06-05-2022",36,14,5.3,3,11,11,11,50,15,11,0,11,19.45,11,3,"vz31419","ty69003","ty69003, 0110178014, 01103fb7b9",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW10","sw","Keith Mc Mahon","false","b",6,"true","20-06-2022",NA,NA,"25-04-2022",25,"0",1,0.5,"true",0,"14-05-2022","19-05-2022",49,17,3,3,8,8,8,63,15,8,0,8,10.73,8,1,"atr7608",NA,"atr7608",NA,NA,NA,0,"fon not ringed, not hatched, not hatched",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW101","sw","Joe Woodman","false",NA,0,"false",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW101A","sw","Joe Woodman","false","b",6,"true","03-06-2022",NA,NA,"20-04-2022",20,"0",8,1,"true",0,"11-05-2022","10-05-2022",40,12,3.1,3,9,8,6,54,15,6,1,5,9.27,6,1,NA,"atr9449","atr9449",NA,"atr9622",NA,0,"FON",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW102","sw","Joe Woodman","false","b",6,"true","25-05-2022",NA,NA,"07-04-2022",7,"0",3,0.67,"true",0,"30-04-2022","01-05-2022",31,14,3.4,3,11,11,10,45,15,10,0,10,11.51,10,3,"atr6103","atr5702","atr5702, atr6103",NA,NA,NA,0,"FON",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW103","sw","Joe Woodman","false","g",6,"true","01-06-2022",NA,NA,"19-04-2022",19,"0",8,NA,"true",0,"06-05-2022","08-05-2022",38,15,5.5,3,5,3,3,52,15,3,0,3,19.17,3,2,"ty68797",NA,"ty68797",NA,NA,NA,0,"FON, FON, suspected single parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW104","sw","Joe Woodman","false","b",6,"true","30-05-2022",NA,NA,"18-04-2022",18,"0",8,0.83,"true",0,"09-05-2022","08-05-2022",38,11,3.3,3,10,8,5,52,15,5,0,5,8.56,5,1,NA,"atr9305","atr9305",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW104A","sw","Joe Woodman","false","b",6,"true","03-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW105","sw","Joe Woodman","false","b",6,"true","03-06-2022",NA,NA,"22-04-2022",22,"0",6,NA,"true",0,"10-05-2022","10-05-2022",40,11,NA,NA,8,8,8,54,15,8,0,8,10.6,8,2,"atr6462","atr4034","atr4034, atr6462",NA,NA,NA,0,"FON",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW106","sw","Joe Woodman","false","g",6,"true","20-05-2022",NA,NA,"16-04-2022",16,"0",8,NA,"true",0,"06-05-2022","06-05-2022",36,13,4.7,3,8,7,0,NA,NA,NA,2,0,NA,0,2,NA,"ty68343","ty68343",NA,NA,NA,0,"box fallen, greti flew out of box, FON, suspected single parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW107","sw","Joe Woodman","false","g",6,"true","03-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW108","sw","Joe Woodman","false","g",6,"true","30-05-2022",NA,NA,"17-04-2022",17,"0",8,NA,"true",0,"06-05-2022","06-05-2022",36,13,4.9,3,7,6,6,50,15,6,0,6,16.87,6,2,NA,"vz31429","vz31429",NA,NA,NA,0,"greti alarm calling, FON, suspected single parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW109","sw","Joe Woodman","false",NA,0,"false",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW109A","sw","Joe Woodman","false",NA,0,"false",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW11","sw","Keith Mc Mahon","false",NA,0,"false",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW110","sw","Joe Woodman","false",NA,0,"false",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW111","sw","Joe Woodman","false","b",6,"true","01-06-2022",NA,NA,"18-04-2022",18,"0",8,NA,"true",0,"09-05-2022","08-05-2022",38,12,3.2,3,9,8,7,52,15,7,0,7,10.87,7,1,NA,"atr6237","atr6237",NA,NA,NA,0,"FON, suspected single parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW112","sw","Joe Woodman","false",NA,0,"false",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW113","sw","Joe Woodman","false",NA,0,"false",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW114","sw","Joe Woodman","false","b",6,"true","17-05-2022",NA,NA,"22-04-2022",22,"0",3,NA,"true",0,"10-05-2022","12-05-2022",42,15,3,3,6,6,0,NA,NA,NA,6,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"FON, FON",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW115","sw","Joe Woodman","false","g",6,"true","18-05-2022",NA,NA,"13-04-2022",13,"0",5,1,"true",0,"04-05-2022","04-05-2022",34,13,5.6,3,9,9,0,NA,NA,NA,4,0,NA,0,2,NA,"tw41854","tw41854",NA,NA,NA,0,"FON, suspected single parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW116","sw","Joe Woodman","false","g",6,"true","03-06-2022",NA,NA,"18-04-2022",18,"0",8,NA,"true",0,"10-05-2022","10-05-2022",40,13,4.7,3,10,10,10,54,15,10,0,10,17.67,10,2,"pf71374","vz33685","pf71374, vz33685",NA,NA,NA,0,"FON",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW117","sw","Joe Woodman","false",NA,6,"true","14-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW118","sw","Joe Woodman","false","b",6,"true","14-05-2022",NA,NA,"18-04-2022",18,"0",8,NA,"true",0,"07-05-2022","09-05-2022",39,15,3.2,3,7,5,0,NA,NA,NA,5,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"FON, FON",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW119","sw","Joe Woodman","false",NA,0,"false",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW12","sw","Keith Mc Mahon","false","g",6,"true","25-05-2022",NA,NA,"10-04-2022",10,"0",7,1,"true",0,"01-05-2022","02-05-2022",32,14,5.3,3,9,8,8,46,15,8,0,8,17.79,8,1,"pf71411","tw77023","011017609e, 3b00185ac5",NA,NA,NA,0,"fon",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW120","sw","Joe Woodman","false",NA,0,"false",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW121","sw","Joe Woodman","false","b",6,"true","25-05-2022",NA,NA,"08-04-2022",8,"0",3,1,"true",0,"01-05-2022","01-05-2022",31,13,5.2,4,11,11,11,45,15,11,0,11,11.87,11,2,"atr5248","atr5984","atr5248, atr5984",NA,NA,NA,0,"FON",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW122","sw","Carys Jones","false","g",6,"true","22-06-2022",NA,NA,"19-04-2022",19,"0",3,1,"true",0,"09-05-2022","11-05-2022",41,14,4.8,3,9,8,7,55,15,7,0,7,17.89,7,2,"ty70575","ty70948","3b0018d250, ty70575",NA,NA,NA,0,"FON, not hatched, FON, faceplated, caught male",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW123","sw","Carys Jones","false",NA,6,"true","22-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW124","sw","Carys Jones","false","b",6,"true","22-06-2022",NA,NA,"17-04-2022",17,"0",6,1,"true",0,"08-05-2022","09-05-2022",39,14,4,4,9,8,8,53,15,8,0,8,10.95,8,2,"ajy2398","atr4140","011016d7d4, ajy2398",NA,NA,NA,0,"not hatched, FON, faceplated, caught male",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW125","sw","Carys Jones","false","b",6,"true","01-06-2022",NA,NA,"15-04-2022",15,"0",6,NA,"true",0,"06-05-2022","07-05-2022",37,14,4.3,4,9,9,9,51,15,9,0,9,11.43,9,3,"avl7948","atr5288","atr5288, avl7948",NA,NA,NA,0,"FON, not hatched FON, FON, faceplated, caught both",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW126","sw","Carys Jones","false","b",6,"true","01-06-2022",NA,NA,"07-04-2022",7,"0",4,1.33,"true",0,"02-05-2022","03-05-2022",33,14,3.1,3,13,13,13,47,15,13,0,13,11.08,13,2,"atr6312","ajy2202","ajy2202, atr6312",NA,NA,NA,0,"FON not hatched, FON, caught both, faceplated",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW127","sw","Carys Jones","false",NA,6,"true","01-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW128","sw","Carys Jones","false",NA,6,"true","01-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW129","sw","Carys Jones","false","b",6,"true","01-06-2022",NA,NA,"17-04-2022",17,"0",6,1,"true",0,"08-05-2022","06-05-2022",36,11,5.1,4,9,9,9,50,15,9,0,9,11.03,9,1,"ajy2219",NA,"ajy2219",NA,NA,NA,0,"caught male, faceplated",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW13","sw","Keith Mc Mahon","false",NA,6,"true","25-05-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW130","sw","Carys Jones","false","b",6,"true","01-06-2022",NA,NA,"13-04-2022",13,"0",6,NA,"true",0,"04-05-2022","05-05-2022",35,14,4.3,4,9,8,8,49,15,8,0,8,11.18,8,0,NA,NA,"01103f3b18, 01103fa572",NA,NA,NA,0,"FON, not hatched FON, FON, faceplated",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221SW131","sw","Carys Jones","false","b",6,"true","22-06-2022",NA,NA,"19-04-2022",19,"0",3,0.75,"true",0,"11-05-2022","11-05-2022",41,13,3.2,3,10,10,10,55,15,10,0,10,10.53,10,2,"avl6731","ajy2397","avl6731, ajy2397",NA,NA,NA,0,"FON, not hatched FON, faceplated, caught both",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
